Date,Weekday,Hour,Demand,PV,Price
8/10/2017,Weekday,20,1060.56,0,28.98
8/10/2017,Weekday,21,1063.26,0,26.45
8/10/2017,Weekday,22,990.54,0,21.95
8/10/2017,Weekday,23,863.46,0,22.18
8/11/2017,Weekday,0,736.74,0,19.84
8/11/2017,Weekday,1,630,0,19.68
8/11/2017,Weekday,2,573.12,0,17.94
8/11/2017,Weekday,3,569.16,0,17.5
8/11/2017,Weekday,4,619.38,0,18.26
8/11/2017,Weekday,5,569.34,0,20.52
8/11/2017,Weekday,6,699.12,0.387916,21.2
8/11/2017,Weekday,7,817.38,2.17067,21.37
8/11/2017,Weekday,8,811.44,4.475174,22.98
8/11/2017,Weekday,9,761.04,6.49109,25.84
8/11/2017,Weekday,10,765.72,8.158274,29.41
8/11/2017,Weekday,11,719.1,8.867208,26.290001
8/11/2017,Weekday,12,738,9.181078,35
8/11/2017,Weekday,13,760.32,7.624842,33.96
8/11/2017,Weekday,14,727.38,8.597886,28.57
8/11/2017,Weekday,15,740.34,7.680834,28.980001
8/11/2017,Weekday,16,745.38,5.535646,31.25
8/11/2017,Weekday,17,797.22,2.90683,30.12
8/11/2017,Weekday,18,891,0.891942,29.72
8/11/2017,Weekday,19,1022.94,0.032446,28.32
8/11/2017,Weekday,20,1076.04,0,26.68
8/11/2017,Weekday,21,1100.16,0,26
8/11/2017,Weekday,22,1015.74,0,22.28
8/11/2017,Weekday,23,906.66,0,20.29
8/12/2017,Weekend,0,770.76,0,20.63
8/12/2017,Weekend,1,636.48,0,21.53
8/12/2017,Weekend,2,567.54,0,19.83
8/12/2017,Weekend,3,587.7,0,20.13
8/12/2017,Weekend,4,558.9,0,19.58
8/12/2017,Weekend,5,549.72,0.00096,19.94
8/12/2017,Weekend,6,673.56,0.55451,20.119999
8/12/2017,Weekend,7,808.02,1.97531,19.4
8/12/2017,Weekend,8,826.02,4.167512,20.45
8/12/2017,Weekend,9,779.4,5.602854,23.3
8/12/2017,Weekend,10,809.82,5.53045,28
8/12/2017,Weekend,11,727.38,7.078468,26.19
8/12/2017,Weekend,12,745.74,7.640378,67.97
8/12/2017,Weekend,13,724.14,5.547428,35.55
8/12/2017,Weekend,14,740.34,3.330552,48.049999
8/12/2017,Weekend,15,761.22,2.196042,37.72
8/12/2017,Weekend,16,799.92,3.454224,59.25
8/12/2017,Weekend,17,850.32,1.814366,47.040001
8/12/2017,Weekend,18,976.86,0.670534,33.52
8/12/2017,Weekend,19,1058.94,0.032766,30.549999
8/12/2017,Weekend,20,1102.14,0,29.17
8/12/2017,Weekend,21,1086.66,0,26.23
8/12/2017,Weekend,22,1054.44,0,22.94
8/12/2017,Weekend,23,955.98,0,21.3
8/13/2017,Weekend,0,818.82,0,20.080001
8/13/2017,Weekend,1,689.94,0,21.269999
8/13/2017,Weekend,2,603.54,0,19.069999
8/13/2017,Weekend,3,630.9,0,18.4
8/13/2017,Weekend,4,566.46,0,17.64
8/13/2017,Weekend,5,546.48,0,18.21
8/13/2017,Weekend,6,610.02,0.043368,16.66
8/13/2017,Weekend,7,713.52,1.20192,17.78
8/13/2017,Weekend,8,798.48,2.090138,19.27
8/13/2017,Weekend,9,854.1,1.341306,19.73
8/13/2017,Weekend,10,923.4,1.618804,21.569999
8/13/2017,Weekend,11,911.52,2.721028,23.68
8/13/2017,Weekend,12,910.08,3.13323,25.9
8/13/2017,Weekend,13,904.68,1.308624,32.81
8/13/2017,Weekend,14,898.2,0.571234,38.46
8/13/2017,Weekend,15,938.7,0.293018,27.19
8/13/2017,Weekend,16,958.14,0.240008,50.2
8/13/2017,Weekend,17,965.34,0.231806,42.76
8/13/2017,Weekend,18,1087.2,0.162552,36.509999
8/13/2017,Weekend,19,1072.98,0.00048,30.220001
8/13/2017,Weekend,20,1148.04,0,30.24
8/13/2017,Weekend,21,1132.02,0,25.07
8/13/2017,Weekend,22,1059.12,0,21.51
8/13/2017,Weekend,23,973.44,0,19.899999
8/14/2017,Weekday,0,826.38,0,20.28
8/14/2017,Weekday,1,679.5,0,19.22
8/14/2017,Weekday,2,606.42,0,16.73
8/14/2017,Weekday,3,619.74,0,15.39
8/14/2017,Weekday,4,594.36,0,16.62
8/14/2017,Weekday,5,558.36,0,19.59
8/14/2017,Weekday,6,612.54,0,20.279999
8/14/2017,Weekday,7,718.02,0,19.33
8/14/2017,Weekday,8,796.14,0.185718,22.45
8/14/2017,Weekday,9,863.1,1.547714,23.39
8/14/2017,Weekday,10,961.74,3.766198,24.51
8/14/2017,Weekday,11,910.26,3.40112,27.079999
8/14/2017,Weekday,12,957.06,2.89413,26.18
8/14/2017,Weekday,13,989.1,2.983132,40.78
8/14/2017,Weekday,14,979.92,2.505146,29.24
8/14/2017,Weekday,15,1000.08,1.213524,30.03
8/14/2017,Weekday,16,1046.52,2.223848,34.73
8/14/2017,Weekday,17,1126.44,0.969078,31.79
8/14/2017,Weekday,18,1244.34,0.228884,38.05
8/14/2017,Weekday,19,1347.66,0.00096,32.289999
8/14/2017,Weekday,20,1331.28,0,41.78
8/14/2017,Weekday,21,1328.22,0,30.48
8/14/2017,Weekday,22,1209.6,0,23.519999
8/14/2017,Weekday,23,1069.92,0,22.8
8/15/2017,Weekday,0,909.9,0,21.79
8/15/2017,Weekday,1,784.98,0,21.81
8/15/2017,Weekday,2,667.08,0,21.19
8/15/2017,Weekday,3,606.78,0,20.73
8/15/2017,Weekday,4,674.46,0,20.81
8/15/2017,Weekday,5,606.42,0,22.53
8/15/2017,Weekday,6,736.56,0.138788,24.19
8/15/2017,Weekday,7,864,0.503418,24.66
8/15/2017,Weekday,8,879.12,1.165912,25.43
8/15/2017,Weekday,9,852.12,0.673254,26.35
8/15/2017,Weekday,10,862.38,0.432724,30.62
8/15/2017,Weekday,11,827.64,3.566812,28.85
8/15/2017,Weekday,12,809.64,1.659696,30.66
8/15/2017,Weekday,13,832.86,3.278114,30.67
8/15/2017,Weekday,14,857.88,4.862576,51.34
8/15/2017,Weekday,15,886.14,5.225744,51.96
8/15/2017,Weekday,16,901.8,4.220732,51.93
8/15/2017,Weekday,17,947.52,3.017498,46.94
8/15/2017,Weekday,18,1101.96,0.737112,35.08
8/15/2017,Weekday,19,1215.18,0.0016,30.619999
8/15/2017,Weekday,20,1291.5,0,29.76
8/15/2017,Weekday,21,1247.4,0,29.72
8/15/2017,Weekday,22,1176.12,0,24.070001
8/15/2017,Weekday,23,1041.84,0,21.4
8/16/2017,Weekday,0,856.08,0,20.93
8/16/2017,Weekday,1,705.96,0,19.82
8/16/2017,Weekday,2,641.7,0,18.49
8/16/2017,Weekday,3,647.46,0,15.87
8/16/2017,Weekday,4,607.5,0,17.110001
8/16/2017,Weekday,5,591.12,0,20.1
8/16/2017,Weekday,6,722.34,0.108422,22.33
8/16/2017,Weekday,7,852.12,1.029162,21.19
8/16/2017,Weekday,8,847.62,3.101542,23.4
8/16/2017,Weekday,9,779.4,3.245094,25.66
8/16/2017,Weekday,10,814.5,4.698618,35.37
8/16/2017,Weekday,11,784.8,8.696758,29.07
8/16/2017,Weekday,12,796.14,9.493744,43.62
8/16/2017,Weekday,13,793.8,8.610308,35.16
8/16/2017,Weekday,14,801.9,7.523174,39.15
8/16/2017,Weekday,15,818.28,8.880926,55.800001
8/16/2017,Weekday,16,835.02,6.010182,35.620001
8/16/2017,Weekday,17,900.9,2.999006,41.09
8/16/2017,Weekday,18,1056.96,0.553112,40.6
8/16/2017,Weekday,19,1125.54,0.00064,34.33
8/16/2017,Weekday,20,1184.4,0,32.280001
8/16/2017,Weekday,21,1155.6,0,31.96
8/16/2017,Weekday,22,1105.02,0,26.3
8/16/2017,Weekday,23,993.42,0,23.79
8/17/2017,Weekday,0,826.74,0,21.95
8/17/2017,Weekday,1,702.54,0,21.08
8/17/2017,Weekday,2,631.98,0,20.13
8/17/2017,Weekday,3,654.3,0,19.38
8/17/2017,Weekday,4,600.84,0,19.43
8/17/2017,Weekday,5,587.88,0,21.24
8/17/2017,Weekday,6,713.52,0.2008,22.91
8/17/2017,Weekday,7,862.74,1.096378,23.45
8/17/2017,Weekday,8,867.96,2.117112,23.95
8/17/2017,Weekday,9,812.88,4.975932,25.49
8/17/2017,Weekday,10,836.46,9.446534,29.91
8/17/2017,Weekday,11,782.46,9.599082,30.58
8/17/2017,Weekday,12,796.14,10.16363,30.56
8/17/2017,Weekday,13,801.36,7.136892,49.14
8/17/2017,Weekday,14,802.26,4.071932,51.86
8/17/2017,Weekday,15,826.02,7.635966,54.95
8/17/2017,Weekday,16,861.12,6.162358,107.49
8/17/2017,Weekday,17,923.94,3.244506,50.34
8/17/2017,Weekday,18,1067.22,0.677818,34.420001
8/17/2017,Weekday,19,1184.4,0.011082,29.630001
8/17/2017,Weekday,20,1267.56,0,35.15
8/17/2017,Weekday,21,1245.24,0,40.83
8/17/2017,Weekday,22,1164.42,0,27.63
8/17/2017,Weekday,23,1049.04,0,24.94
8/18/2017,Weekday,0,875.16,0,24.919999
8/18/2017,Weekday,1,727.74,0,22.349999
8/18/2017,Weekday,2,649.26,0,22.159999
8/18/2017,Weekday,3,655.74,0,21.57
8/18/2017,Weekday,4,628.56,0,21.9
8/18/2017,Weekday,5,608.76,0,24.37
8/18/2017,Weekday,6,725.76,0.241768,25.66
8/18/2017,Weekday,7,861.84,2.034164,26.68
8/18/2017,Weekday,8,858.06,3.783242,27.96
8/18/2017,Weekday,9,820.8,5.343268,28.17
8/18/2017,Weekday,10,871.2,6.62165,31.61
8/18/2017,Weekday,11,803.7,8.239368,30.64
8/18/2017,Weekday,12,811.44,6.991402,48.360001
8/18/2017,Weekday,13,841.14,9.060674,65.14
8/18/2017,Weekday,14,837.72,9.326804,77.29
8/18/2017,Weekday,15,884.16,7.858594,84.06
8/18/2017,Weekday,16,910.08,5.46683,76.829999
8/18/2017,Weekday,17,966.96,2.954804,64.17
8/18/2017,Weekday,18,1157.04,0.683578,43.21
8/18/2017,Weekday,19,1214.46,0.00144,29.699999
8/18/2017,Weekday,20,1295.28,0,36.71
8/18/2017,Weekday,21,1342.62,0,31.54
8/18/2017,Weekday,22,1270.08,0,24.04
8/18/2017,Weekday,23,1119.06,0,23.14
8/19/2017,Weekend,0,905.22,0,22.41
8/19/2017,Weekend,1,760.14,0,21.81
8/19/2017,Weekend,2,681.66,0,21.35
8/19/2017,Weekend,3,697.5,0,20.76
8/19/2017,Weekend,4,646.74,0,20.36
8/19/2017,Weekend,5,639.72,0,20.87
8/19/2017,Weekend,6,745.38,0.513062,20.68
8/19/2017,Weekend,7,888.84,2.41824,21.25
8/19/2017,Weekend,8,898.92,3.143428,23.38
8/19/2017,Weekend,9,880.92,2.339866,24.92
8/19/2017,Weekend,10,922.68,1.029204,29.22
8/19/2017,Weekend,11,910.62,1.263932,34.29
8/19/2017,Weekend,12,895.5,2.674618,57.16
8/19/2017,Weekend,13,950.94,3.64645,32.58
8/19/2017,Weekend,14,957.96,3.311782,52.58
8/19/2017,Weekend,15,978.84,2.770678,60.120001
8/19/2017,Weekend,16,1000.62,2.761878,40
8/19/2017,Weekend,17,1035.18,0.99696,38.27
8/19/2017,Weekend,18,1189.62,0.236606,31.79
8/19/2017,Weekend,19,1258.56,0.00064,30.11
8/19/2017,Weekend,20,1309.14,0,31.7
8/19/2017,Weekend,21,1304.46,0,27.95
8/19/2017,Weekend,22,1292.4,0,23.4
8/19/2017,Weekend,23,1199.52,0,21.2
8/20/2017,Weekend,0,1014.84,0,22.029999
8/20/2017,Weekend,1,858.24,0,19.85
8/20/2017,Weekend,2,756,0,19.4
8/20/2017,Weekend,3,750.78,0,16.7
8/20/2017,Weekend,4,688.68,0,15.84
8/20/2017,Weekend,5,652.14,0,17.92
8/20/2017,Weekend,6,713.52,0.00032,16.59
8/20/2017,Weekend,7,833.58,0.74139,16.85
8/20/2017,Weekend,8,986.94,3.537626,19.36
8/20/2017,Weekend,9,1103.94,6.676488,21.39
8/20/2017,Weekend,10,1186.2,4.90651,23.220001
8/20/2017,Weekend,11,1117.62,5.491966,25.93
8/20/2017,Weekend,12,1186.02,9.361886,28.450001
8/20/2017,Weekend,13,1195.74,8.178662,35.36
8/20/2017,Weekend,14,1199.88,6.955276,32.01
8/20/2017,Weekend,15,1258.02,1.670004,38.87
8/20/2017,Weekend,16,1245.06,0.732986,49.71
8/20/2017,Weekend,17,1302.84,0.789718,68.67
8/20/2017,Weekend,18,1422.54,0.563672,35.539999
8/20/2017,Weekend,19,1416.42,0,44.42
8/20/2017,Weekend,20,1478.88,0,50.01
8/20/2017,Weekend,21,1490.58,0,31.880001
8/20/2017,Weekend,22,1413.36,0,23.590001
8/20/2017,Weekend,23,1277.64,0,22.45
8/21/2017,Weekday,0,1073.34,0,21.35
8/21/2017,Weekday,1,885.78,0,19.53
8/21/2017,Weekday,2,788.76,0,18.32
8/21/2017,Weekday,3,742.86,0,17.34
8/21/2017,Weekday,4,766.62,0,18.059999
8/21/2017,Weekday,5,676.98,0,20.480001
8/21/2017,Weekday,6,722.52,0.022324,22.2
8/21/2017,Weekday,7,845.28,0.048008,22.940001
8/21/2017,Weekday,8,1014.48,1.794198,24.83
8/21/2017,Weekday,9,1179,4.956784,28.83
8/21/2017,Weekday,10,1296.36,6.957508,32.7
8/21/2017,Weekday,11,1258.92,6.26347,39.16
8/21/2017,Weekday,12,1304.28,5.31723,45.33
8/21/2017,Weekday,13,1361.7,6.73195,40.57
8/21/2017,Weekday,14,1374.48,6.899318,26.05
8/21/2017,Weekday,15,1393.92,4.488076,29.34
8/21/2017,Weekday,16,1485,3.136202,34.66
8/21/2017,Weekday,17,1540.44,2.460144,55.62
8/21/2017,Weekday,18,1674.36,0.293658,38.22
8/21/2017,Weekday,19,1679.4,0.00048,33.3
8/21/2017,Weekday,20,1740.42,0,33.93
8/21/2017,Weekday,21,1704.6,0,31.98
8/21/2017,Weekday,22,1594.44,0,25.8
8/21/2017,Weekday,23,1345.86,0,23.29
8/22/2017,Weekday,0,1087.74,0,21.879999
8/22/2017,Weekday,1,938.34,0,19.89
8/22/2017,Weekday,2,847.62,0,19.44
8/22/2017,Weekday,3,845.64,0,18.24
8/22/2017,Weekday,4,818.64,0,19.6
8/22/2017,Weekday,5,770.22,0,22.38
8/22/2017,Weekday,6,874.08,0.141348,24.78
8/22/2017,Weekday,7,1009.08,0.390156,24.669999
8/22/2017,Weekday,8,1001.52,0.984564,25.34
8/22/2017,Weekday,9,954.36,0.847486,28.52
8/22/2017,Weekday,10,1008.36,3.854854,27.51
8/22/2017,Weekday,11,968.76,2.746778,32.55
8/22/2017,Weekday,12,1049.04,3.598164,40.9
8/22/2017,Weekday,13,1124.28,8.968026,31.72
8/22/2017,Weekday,14,1155.42,6.108396,34.8
8/22/2017,Weekday,15,1164.42,5.889752,49.020001
8/22/2017,Weekday,16,1170.54,4.378274,49.16
8/22/2017,Weekday,17,1229.4,3.194652,49.52
8/22/2017,Weekday,18,1436.58,0.579596,41.12
8/22/2017,Weekday,19,1575.36,0.0008,44.05
8/22/2017,Weekday,20,1737.72,0,38.79
8/22/2017,Weekday,21,1727.82,0,29.48
8/22/2017,Weekday,22,1621.98,0,24.98
8/22/2017,Weekday,23,1401.3,0,22.56
8/23/2017,Weekday,0,1167.48,0,22.93
8/23/2017,Weekday,1,991.62,0,22.52
8/23/2017,Weekday,2,891.36,0,21.26
8/23/2017,Weekday,3,841.32,0,19.04
8/23/2017,Weekday,4,851.94,0,18.1
8/23/2017,Weekday,5,783.9,0,22.58
8/23/2017,Weekday,6,892.26,0.237204,23.770001
8/23/2017,Weekday,7,1083.24,2.18859,22.43
8/23/2017,Weekday,8,1172.34,4.742182,23.24
8/23/2017,Weekday,9,1131.84,7.111664,24.67
8/23/2017,Weekday,10,1136.16,9.074022,25.82
8/23/2017,Weekday,11,1084.14,9.096732,26.71
8/23/2017,Weekday,12,1127.52,9.107208,27.83
8/23/2017,Weekday,13,1182.6,9.107856,27.84
8/23/2017,Weekday,14,1204.02,8.72875,33.84
8/23/2017,Weekday,15,1176.48,8.007386,29.84
8/23/2017,Weekday,16,1165.14,5.29339,32.64
8/23/2017,Weekday,17,1266.48,2.189238,37.11
8/23/2017,Weekday,18,1448.1,0.547192,42.23
8/23/2017,Weekday,19,1534.68,0.00096,28.04
8/23/2017,Weekday,20,1674,0,28.01
8/23/2017,Weekday,21,1710.36,0,24.3
8/23/2017,Weekday,22,1661.04,0,20.9
8/23/2017,Weekday,23,1401.66,0,20.37
8/24/2017,Weekday,0,1171.44,0,19.74
8/24/2017,Weekday,1,994.14,0,19.690001
8/24/2017,Weekday,2,894.96,0,18.110001
8/24/2017,Weekday,3,887.94,0,17.67
8/24/2017,Weekday,4,819,0,17.830001
8/24/2017,Weekday,5,793.44,0,19.37
8/24/2017,Weekday,6,876.06,0.134628,21.690001
8/24/2017,Weekday,7,987.84,1.74283,20.7
8/24/2017,Weekday,8,983.88,4.796186,21.42
8/24/2017,Weekday,9,970.92,5.130938,22.52
8/24/2017,Weekday,10,1010.52,7.874442,23.34
8/24/2017,Weekday,11,945.9,8.58091,26.34
8/24/2017,Weekday,12,1010.88,7.031866,25.91
8/24/2017,Weekday,13,1026.9,7.849928,24.89
8/24/2017,Weekday,14,1026.72,7.756666,24.93
8/24/2017,Weekday,15,1019.52,4.677094,39.229999
8/24/2017,Weekday,16,1067.58,3.014004,25.21
8/24/2017,Weekday,17,1124.28,1.837372,27.18
8/24/2017,Weekday,18,1312.92,0.681382,25.28
8/24/2017,Weekday,19,1419.84,0.00048,23.7
8/24/2017,Weekday,20,1539.18,0,27.18
8/24/2017,Weekday,21,1582.2,0,22.66
8/24/2017,Weekday,22,1520.1,0,19.61
8/24/2017,Weekday,23,1330.02,0,20.21
8/25/2017,Weekday,0,1098.72,0,18.130001
8/25/2017,Weekday,1,928.44,0,18.519999
8/25/2017,Weekday,2,834.84,0,13.18
8/25/2017,Weekday,3,786.96,0,17.44
8/25/2017,Weekday,4,843.84,0,15.2
8/25/2017,Weekday,5,757.98,0,15.72
8/25/2017,Weekday,6,844.38,0.032926,19.61
8/25/2017,Weekday,7,992.52,0.892058,20.38
8/25/2017,Weekday,8,1011.42,2.937668,20.909999
8/25/2017,Weekday,9,987.48,7.31915,23.48
8/25/2017,Weekday,10,1017.54,9.086308,23.73
8/25/2017,Weekday,11,992.34,8.37477,26.82
8/25/2017,Weekday,12,1028.88,9.64773,75.96
8/25/2017,Weekday,13,1040.22,8.568766,24.3
8/25/2017,Weekday,14,1028.34,7.724076,24.93
8/25/2017,Weekday,15,1045.26,4.39589,27.12
8/25/2017,Weekday,16,1071.36,5.35685,28.060001
8/25/2017,Weekday,17,1089.9,2.617894,27.9
8/25/2017,Weekday,18,1333.08,0.498342,25.369999
8/25/2017,Weekday,19,1466.28,0.00048,22.270001
8/25/2017,Weekday,20,1597.5,0,24.13
8/25/2017,Weekday,21,1580.94,0,22.949999
8/25/2017,Weekday,22,1525.14,0,19.849999
8/25/2017,Weekday,23,1365.12,0,16.93
8/26/2017,Weekend,0,1180.26,0,16.49
8/26/2017,Weekend,1,978.3,0,19.34
8/26/2017,Weekend,2,876.24,0,17.17
8/26/2017,Weekend,3,897.12,0,18.49
8/26/2017,Weekend,4,804.24,0,17.2
8/26/2017,Weekend,5,783.36,0,19.13
8/26/2017,Weekend,6,884.52,0.256008,19.04
8/26/2017,Weekend,7,1038.06,2.29813,11.22
8/26/2017,Weekend,8,1080.18,4.59109,17.93
8/26/2017,Weekend,9,1049.04,7.942636,20.5
8/26/2017,Weekend,10,1091.16,9.306518,20.579999
8/26/2017,Weekend,11,1044.36,9.098324,23.21
8/26/2017,Weekend,12,1134.72,10.094534,23.8
8/26/2017,Weekend,13,1143.72,9.717786,23.17
8/26/2017,Weekend,14,1100.52,9.700278,23.03
8/26/2017,Weekend,15,1119.78,8.388058,23.269999
8/26/2017,Weekend,16,1162.44,5.745532,23.91
8/26/2017,Weekend,17,1262.52,3.063908,24.49
8/26/2017,Weekend,18,1460.88,0.770358,24.590001
8/26/2017,Weekend,19,1527.48,0.010602,22.3
8/26/2017,Weekend,20,1612.8,0,23.07
8/26/2017,Weekend,21,1631.16,0,20.7
8/26/2017,Weekend,22,1617.48,0,17.44
8/26/2017,Weekend,23,1477.8,0,18.7
8/27/2017,Weekend,0,1293.48,0,17.87
8/27/2017,Weekend,1,1081.98,0,20.330001
8/27/2017,Weekend,2,943.92,0,17.549999
8/27/2017,Weekend,3,908.82,0,16.13
8/27/2017,Weekend,4,882.36,0,16.890001
8/27/2017,Weekend,5,808.02,0,14.61
8/27/2017,Weekend,6,840.6,0.290534,10.299999
8/27/2017,Weekend,7,979.74,2.364026,9.08
8/27/2017,Weekend,8,1133.64,5.470736,16.42
8/27/2017,Weekend,9,1269.36,8.053786,18.48
8/27/2017,Weekend,10,1387.62,9.827428,19.23
8/27/2017,Weekend,11,1368.36,10.472834,20.5
8/27/2017,Weekend,12,1417.32,10.70976,20.63
8/27/2017,Weekend,13,1340.1,10.334484,21.18
8/27/2017,Weekend,14,1225.26,9.862156,21.3
8/27/2017,Weekend,15,1192.5,8.530214,22.850001
8/27/2017,Weekend,16,1119.96,6.045196,23
8/27/2017,Weekend,17,1162.8,2.890434,29.59
8/27/2017,Weekend,18,1344.24,0.543352,24.84
8/27/2017,Weekend,19,1431.72,0,23.789999
8/27/2017,Weekend,20,1528.74,0,38.540001
8/27/2017,Weekend,21,1537.2,0,22.380001
8/27/2017,Weekend,22,1479.6,0,20.13
8/27/2017,Weekend,23,1378.08,0,19.17
8/28/2017,Weekday,0,1188,0,18.190001
8/28/2017,Weekday,1,995.58,0,18.31
8/28/2017,Weekday,2,882.36,0,16.64
8/28/2017,Weekday,3,870.12,0,16.5
8/28/2017,Weekday,4,793.98,0,17.029999
8/28/2017,Weekday,5,752.76,0,20.09
8/28/2017,Weekday,6,801,0.215882,21.55
8/28/2017,Weekday,7,914.4,1.487174,20.86
8/28/2017,Weekday,8,1042.92,2.088058,20.6
8/28/2017,Weekday,9,1170.36,5.562686,21.429999
8/28/2017,Weekday,10,1279.98,9.612464,22.140001
8/28/2017,Weekday,11,1174.5,10.099874,22.6
8/28/2017,Weekday,12,1249.56,10.169002,23
8/28/2017,Weekday,13,1297.8,10.12688,23.360001
8/28/2017,Weekday,14,1270.62,8.481658,23.15
8/28/2017,Weekday,15,1291.32,8.109154,23.92
8/28/2017,Weekday,16,1312.56,5.690602,24.680001
8/28/2017,Weekday,17,1381.32,2.36592,23.84
8/28/2017,Weekday,18,1517.04,0.44373,22.64
8/28/2017,Weekday,19,1532.7,0,22.49
8/28/2017,Weekday,20,1562.22,0,25.2
8/28/2017,Weekday,21,1542.06,0,21.849999
8/28/2017,Weekday,22,1429.74,0,18.949999
8/28/2017,Weekday,23,1244.16,0,17.41
8/29/2017,Weekday,0,1048.86,0,17.21
8/29/2017,Weekday,1,899.1,0,17.72
8/29/2017,Weekday,2,813.6,0,16.12
8/29/2017,Weekday,3,752.22,0,16.299999
8/29/2017,Weekday,4,792.72,0,17.349999
8/29/2017,Weekday,5,713.52,0,19.080001
8/29/2017,Weekday,6,786.06,0.022484,20.139999
8/29/2017,Weekday,7,896.04,1.631124,20.63
8/29/2017,Weekday,8,934.56,5.097382,22.34
8/29/2017,Weekday,9,942.84,7.919074,22.540001
8/29/2017,Weekday,10,1018.8,10.031066,22.85
8/29/2017,Weekday,11,979.56,11.067234,22.89
8/29/2017,Weekday,12,1045.98,11.140286,24.1
8/29/2017,Weekday,13,1084.68,10.914644,23.58
8/29/2017,Weekday,14,1064.34,10.199352,22.99
8/29/2017,Weekday,15,1042.56,8.59435,23.060001
8/29/2017,Weekday,16,1106.28,6.07056,23.25
8/29/2017,Weekday,17,1193.22,3.054948,24.249999
8/29/2017,Weekday,18,1378.62,0.421406,26.09
8/29/2017,Weekday,19,1505.34,0,21.679999
8/29/2017,Weekday,20,1670.76,0,22.85
8/29/2017,Weekday,21,1718.28,0,21.89
8/29/2017,Weekday,22,1608.66,0,17.57
8/29/2017,Weekday,23,1440.18,0,16.58
8/30/2017,Weekday,0,1234.44,0,19.289999
8/30/2017,Weekday,1,1030.68,0,17.45
8/30/2017,Weekday,2,931.32,0,17.020001
8/30/2017,Weekday,3,923.58,0,15.619999
8/30/2017,Weekday,4,799.38,0,17.34
8/30/2017,Weekday,5,767.7,0,19.2
8/30/2017,Weekday,6,839.52,0.022964,20.01
8/30/2017,Weekday,7,946.44,0.474054,18.440001
8/30/2017,Weekday,8,987.3,1.595478,20.19
8/30/2017,Weekday,9,1000.44,2.790922,20.88
8/30/2017,Weekday,10,1084.5,8.72608,22.45
8/30/2017,Weekday,11,1073.52,5.960244,24.27
8/30/2017,Weekday,12,1081.98,10.040118,27.65
8/30/2017,Weekday,13,1121.22,11.096926,29.22
8/30/2017,Weekday,14,1108.98,9.151098,29.240001
8/30/2017,Weekday,15,1155.78,6.132134,41.63
8/30/2017,Weekday,16,1148.04,3.149238,50.08
8/30/2017,Weekday,17,1220.04,2.802492,38.17
8/30/2017,Weekday,18,1446.66,0.334628,31.42
8/30/2017,Weekday,19,1602.9,0,31.39
8/30/2017,Weekday,20,1694.88,0,34.91
8/30/2017,Weekday,21,1773,0,26.82
8/30/2017,Weekday,22,1731.78,0,21.83
8/30/2017,Weekday,23,1583.64,0,20.08
